prop_manual,n_RtI,n_emergency,prop_rejected_RtI,avg_len_man,state_warnings,rock_warnings,puddle_warnings,crashes,skids,utility,n_exp,pr_rock
0.6824120603015076,258,30,0.18095238095238095,6.415094339622642,97,995,56,30,4,-2.6946733668341705,14,0.3
0.7537688442211056,206,9,0.1557377049180328,8.438202247191011,42,995,52,51,2,-4.795276381909549,14,0.4
0.09045226130653267,21,0,0.5531914893617021,7.076923076923077,261,12,52,1,2,0.2655276381909549,15,0.05
0.1577889447236181,44,4,0.46987951807228917,5.814814814814815,166,45,81,1,4,0.23417085427135684,15,0.1
0.6603015075376885,245,33,0.1694915254237288,6.336538461538462,113,921,60,33,10,-3.028643216080402,15,0.2
0.6974874371859296,240,16,0.2,7.02020202020202,80,995,54,46,5,-4.311859296482411,15,0.3
0.6984924623115578,226,17,0.24414715719063546,7.091836734693878,76,995,76,48,4,-4.5229145728643205,15,0.4
0.11256281407035176,28,0,0.5409836065573771,7.466666666666667,221,24,68,1,0,0.2858291457286433,16,0.05
0.10854271356783919,41,10,0.32786885245901637,6.75,211,85,45,3,2,0.05628140703517599,16,0.1
0.6844221105527638,267,38,0.14696485623003194,5.879310344827586,149,995,50,26,7,-2.295577889447236,16,0.2
0.6924623115577889,260,29,0.14754098360655737,6.699029126213592,96,995,41,40,3,-3.6841206030150753,16,0.3
0.7175879396984924,232,22,0.17142857142857143,7.0,88,995,44,46,7,-4.34321608040201,16,0.4
0.1407035175879397,30,0,0.5454545454545454,7.0,234,13,76,0,1,0.3789949748743719,17,0.05
0.10653266331658291,25,1,0.4318181818181818,6.6875,151,44,54,4,2,-0.04582914572864301,17,0.1
0.6964824120603015,261,27,0.132890365448505,6.087719298245614,136,995,63,40,10,-3.7288442211055273,17,0.2
0.6984924623115578,225,23,0.22145328719723184,6.891089108910891,102,976,59,45,3,-4.1792964824120595,17,0.3
0.7125628140703517,236,14,0.17192982456140352,7.309278350515464,66,995,15,49,1,-4.591658291457287,17,0.4
0.062311557788944726,21,2,0.5227272727272727,5.166666666666667,323,11,47,3,1,0.07206030150753787,18,0.05
0.14271356783919598,34,2,0.47692307692307695,7.473684210526316,176,25,67,4,1,-0.03306532663316566,18,0.1
0.6562814070351759,288,64,0.15542521994134897,5.728070175438597,178,995,37,40,1,-3.633768844221105,18,0.2
0.6874371859296482,262,22,0.15483870967741936,6.523809523809524,87,995,67,29,7,-2.6225125628140704,18,0.3
0.7165829145728643,227,14,0.19217081850533807,7.212121212121212,65,995,53,47,6,-4.434974874371859,18,0.4
0.13869346733668342,27,0,0.6086956521739131,7.2631578947368425,266,19,71,2,2,0.17105527638190965,19,0.05
0.09346733668341708,26,2,0.48,6.642857142857143,253,29,52,2,2,0.15628140703517598,19,0.1
0.7025125628140704,255,34,0.13559322033898305,6.149122807017544,137,995,46,41,5,-3.781507537688442,19,0.2
0.7015075376884422,246,17,0.16891891891891891,6.647619047619048,93,995,50,35,3,-3.181206030150754,19,0.3
0.7396984924623116,214,10,0.17054263565891473,8.188888888888888,57,995,62,46,3,-4.308241206030151,19,0.4
0.10251256281407035,26,4,0.6285714285714286,6.375,239,25,68,0,2,0.36683417085427134,20,0.05
0.2,32,0,0.5294117647058824,8.695652173913043,144,13,80,4,3,-0.053567839195979794,20,0.1
0.6904522613065327,259,32,0.1563517915309446,6.097345132743363,117,995,44,29,5,-2.5728643216080402,20,0.2
0.7025125628140704,233,18,0.21016949152542372,7.0,72,995,61,39,2,-3.566231155778894,20,0.3
0.7276381909547739,208,11,0.22962962962962963,7.880434782608695,62,995,61,49,6,-4.641809045226131,20,0.4
0.09246231155778895,23,0,0.54,7.076923076923077,266,20,57,2,3,0.15628140703517598,21,0.05
0.1487437185929648,40,7,0.4117647058823529,6.434782608695652,202,42,68,5,3,-0.15678391959798985,21,0.1
0.6804020100502512,264,38,0.14838709677419354,6.277777777777778,130,976,52,40,3,-3.657286432160804,21,0.2
0.6844221105527638,256,33,0.17684887459807075,6.089285714285714,123,992,27,39,6,-3.6141708542713564,21,0.3
0.7336683417085427,210,9,0.20454545454545456,7.860215053763441,51,995,14,53,5,-5.0321608040201005,21,0.4
0.09949748743718594,24,4,0.5555555555555556,7.142857142857143,207,19,62,2,2,0.16070351758793985,22,0.05
0.15477386934673368,40,4,0.47368421052631576,7.045454545454546,208,51,75,4,2,-0.04532663316582903,22,0.1
0.6663316582914572,288,54,0.1299093655589124,5.579831932773109,163,990,55,37,4,-3.3617085427135676,22,0.2
0.7165829145728643,239,18,0.1494661921708185,7.3061224489795915,81,995,47,41,5,-3.806532663316583,22,0.3
0.714572864321608,227,9,0.1978798586572438,8.0,40,995,54,44,4,-4.121608040201005,22,0.4
0.10150753768844221,22,4,0.4883720930232558,7.846153846153846,300,16,48,2,2,0.16552763819095484,23,0.05
0.15678391959798996,30,1,0.5161290322580645,7.428571428571429,148,38,80,2,4,0.13035175879396996,23,0.1
0.6673366834170854,267,48,0.18098159509202455,6.110091743119266,138,988,59,35,3,-3.161005025125628,23,0.2
0.7286432160804021,217,10,0.19330855018587362,7.494845360824742,53,995,71,34,10,-3.159195979899497,23,0.3
0.6974874371859296,227,20,0.24333333333333335,7.091836734693878,74,995,19,58,2,-5.505226130653266,23,0.4
0.07738693467336684,17,0,0.5277777777777778,7.7,264,30,35,0,0,0.38723618090452266,24,0.05
0.13266331658291458,37,5,0.4861111111111111,6.285714285714286,244,63,51,2,1,0.16924623115577905,24,0.1
0.6613065326633166,281,50,0.1636904761904762,5.681034482758621,171,995,46,33,3,-2.9509547738693467,24,0.2
0.7246231155778895,228,19,0.16483516483516483,7.088235294117647,91,995,45,52,6,-4.916482412060301,24,0.3
0.7246231155778895,218,7,0.20146520146520147,7.8478260869565215,54,995,53,46,7,-4.351155778894472,24,0.4
0.08341708542713568,20,1,0.5652173913043478,6.384615384615385,245,17,54,2,1,0.17497487437185943,25,0.05
0.16683417085427135,38,2,0.45714285714285713,6.916666666666667,169,12,87,3,2,0.052060301507537786,25,0.1
0.6984924623115578,234,23,0.19863013698630136,6.891089108910891,92,987,11,34,8,-3.1124623115577887,25,0.2
0.7195979899497488,230,15,0.17266187050359713,7.46875,67,995,44,42,3,-3.8860301507537685,25,0.3
0.7266331658291457,211,9,0.22140221402214022,7.78494623655914,51,995,33,53,4,-5.028542713567838,25,0.4
0.09547738693467336,20,0,0.6363636363636364,7.3076923076923075,247,15,56,1,1,0.27778894472361815,26,0.05
0.10150753768844221,29,5,0.42,6.733333333333333,166,30,47,5,0,-0.13115577889447225,26,0.1
0.6361809045226131,244,37,0.1643835616438356,5.660714285714286,158,896,64,29,5,-2.5749748743718586,26,0.2
0.6844221105527638,255,35,0.1853035143769968,6.495238095238095,109,995,52,35,8,-3.2364824120603015,26,0.3
0.6462311557788945,204,18,0.4188034188034188,7.247191011235955,60,995,36,49,2,-4.607839195979898,26,0.4
0.0864321608040201,17,1,0.6964285714285714,6.6923076923076925,226,20,56,3,4,0.03859296482412079,27,0.05
0.21407035175879396,80,10,0.2523364485981308,5.461538461538462,139,230,46,7,2,-0.3442211055276382,27,0.1
0.6703517587939698,274,49,0.1620795107033639,5.352,164,995,39,35,7,-3.1994974874371853,27,0.2
0.6984924623115578,241,32,0.17465753424657535,7.03030303030303,98,970,70,40,5,-3.702211055276382,27,0.3
0.700502512562814,206,9,0.3063973063973064,7.505376344086022,56,995,59,50,4,-4.730653266331658,27,0.4
0.10653266331658291,22,0,0.6615384615384615,5.888888888888889,271,18,73,1,3,0.2545728643216081,28,0.05
0.08241206030150754,17,1,0.41379310344827586,7.454545454545454,166,45,25,3,0,0.0768844221105529,28,0.1
0.6824120603015076,261,45,0.17142857142857143,6.126126126126126,139,995,65,30,7,-2.698693467336683,28,0.2
0.7035175879396985,236,19,0.19727891156462585,6.613207547169812,87,995,59,41,5,-3.8088442211055273,28,0.3
0.7296482412060301,219,7,0.1828358208955224,8.077777777777778,42,995,8,35,8,-3.2530653266331657,28,0.4
0.10854271356783919,27,4,0.5263157894736842,7.714285714285714,249,24,53,0,1,0.3779899497487438,29,0.05
0.12864321608040202,31,0,0.48333333333333334,6.7368421052631575,160,35,70,2,0,0.17236180904522622,29,0.1
0.6773869346733669,279,40,0.128125,5.810344827586207,137,995,59,30,2,-2.640904522613065,29,0.2
0.6954773869346733,244,35,0.19205298013245034,7.382978723404255,93,995,35,32,6,-2.906532663316583,29,0.3
0.7085427135678392,237,8,0.17993079584775087,7.204081632653061,56,995,45,49,4,-4.624522613065326,29,0.4
0.14472361809045226,28,0,0.5692307692307692,8.0,202,13,83,2,3,0.15125628140703523,30,0.05
0.0763819095477387,20,1,0.6226415094339622,7.6,239,19,60,4,1,-0.04211055276381899,30,0.1
0.6733668341708543,249,29,0.17275747508305647,6.222222222222222,127,954,80,30,5,-2.6739698492462307,30,0.2
0.7326633165829146,219,10,0.17358490566037735,7.087378640776699,70,995,45,51,9,-4.842110552763819,30,0.3
0.7185929648241206,207,10,0.25806451612903225,8.044943820224718,51,995,35,47,0,-4.3766834170854265,30,0.4
0.11658291457286432,24,0,0.6307692307692307,7.25,233,12,71,1,0,0.2891457286432162,31,0.05
0.14773869346733667,37,2,0.32727272727272727,6.7272727272727275,193,46,62,3,5,0.024422110552763974,31,0.1
0.6793969849246231,269,44,0.14603174603174604,6.108108108108108,133,988,92,25,10,-2.229949748743719,31,0.2
0.6944723618090453,252,23,0.16831683168316833,6.537735849056604,99,994,32,36,5,-3.2919597989949745,31,0.3
0.7095477386934673,227,8,0.21180555555555555,7.07,64,995,64,44,4,-4.118793969849246,31,0.4
0.11959798994974874,30,0,0.4915254237288136,6.611111111111111,203,13,81,1,3,0.2538693467336684,32,0.05
0.1185929648241206,34,3,0.48484848484848486,6.9411764705882355,174,60,57,1,0,0.27206030150753774,32,0.1
0.6633165829145728,282,42,0.15060240963855423,5.508333333333334,153,990,55,30,4,-2.665125628140703,32,0.2
0.7075376884422111,236,21,0.18620689655172415,6.911764705882353,98,995,31,37,7,-3.4161809045226126,32,0.3
0.7256281407035176,224,11,0.17647058823529413,7.463917525773196,62,995,52,43,6,-4.03537688442211,32,0.4
0.0964824120603015,23,0,0.6349206349206349,6.857142857142857,266,13,81,2,3,0.15306532663316597,33,0.05
0.10653266331658291,26,1,0.5,5.888888888888889,209,18,57,1,1,0.26241206030150754,33,0.1
0.6633165829145728,278,51,0.16766467065868262,5.508333333333334,164,995,44,44,7,-4.101306532663316,33,0.2
0.6974874371859296,251,22,0.16333333333333333,6.318181818181818,109,995,66,48,5,-4.509346733668343,33,0.3
0.7226130653266332,222,12,0.19272727272727272,7.912087912087912,60,995,85,46,7,-4.3504522613065335,33,0.4
0.09547738693467336,25,3,0.45652173913043476,5.9375,333,13,47,0,2,0.3672361809045227,34,0.05
0.11959798994974874,32,0,0.41818181818181815,7.0,219,18,57,1,2,0.26301507537688446,34,0.1
0.6763819095477387,266,35,0.16875,5.760683760683761,142,993,14,30,7,-2.700301507537689,34,0.2
0.6924623115577889,253,26,0.17049180327868851,6.634615384615385,101,995,56,44,4,-4.090050251256281,34,0.3
0.7366834170854272,213,4,0.1839080459770115,8.235955056179776,42,995,50,49,6,-4.646331658291457,34,0.4
0.08844221105527639,19,0,0.6481481481481481,6.285714285714286,346,19,57,1,1,0.2764824120603016,35,0.05
0.12663316582914572,28,0,0.46153846153846156,7.0,169,11,57,2,2,0.1528643216080403,35,0.1
0.6542713567839196,293,55,0.1457725947521866,5.533898305084746,175,995,59,29,3,-2.5589949748743717,35,0.2
0.7065326633165829,241,25,0.1718213058419244,6.518518518518518,113,995,42,44,6,-4.104321608040201,35,0.3
0.7105527638190955,219,9,0.23693379790940766,7.78021978021978,59,995,46,42,8,-3.959899497487437,35,0.4
0.14371859296482412,30,0,0.5714285714285714,7.15,200,18,93,2,2,0.16311557788944736,36,0.05
0.08241206030150754,19,2,0.4722222222222222,6.3076923076923075,218,14,37,1,3,0.2443216080402011,36,0.1
0.6914572864321608,273,36,0.10784313725490197,6.339449541284404,120,995,75,28,7,-2.4985929648241205,36,0.2
0.6914572864321608,251,33,0.17973856209150327,7.092783505154639,77,995,68,36,5,-3.302814070351759,36,0.3
0.7226130653266332,222,5,0.19272727272727272,7.589473684210526,41,995,69,47,5,-4.431658291457286,36,0.4
0.15678391959798996,39,4,0.4264705882352941,7.8,272,18,78,0,3,0.3553768844221106,37,0.05
0.13366834170854272,27,4,0.578125,7.0,176,41,60,6,3,-0.2583919597989949,37,0.1
0.7025125628140704,255,21,0.13559322033898305,6.0344827586206895,121,995,50,33,6,-2.981306532663316,37,0.2
0.6864321608040201,261,24,0.1607717041800643,6.392523364485982,102,995,62,46,4,-4.298190954773869,37,0.3
0.7055276381909548,230,13,0.21232876712328766,7.173469387755102,61,995,78,47,3,-4.413969849246231,37,0.4
0.1035175879396985,21,0,0.6037735849056604,6.866666666666666,293,20,63,3,2,0.07155778894472375,38,0.05
0.23015075376884422,56,2,0.3253012048192771,6.9393939393939394,164,92,74,5,4,-0.1673366834170852,38,0.1
0.6633165829145728,277,42,0.17065868263473055,5.64957264957265,150,988,69,29,5,-2.5814070351758795,38,0.2
0.6904522613065327,240,21,0.2182410423452769,6.207207207207207,100,995,45,41,4,-3.797185929648241,38,0.3
0.7155778894472362,219,18,0.22340425531914893,8.102272727272727,51,995,54,48,1,-4.49105527638191,38,0.4
0.10653266331658291,23,1,0.6349206349206349,8.153846153846153,226,39,60,2,1,0.1783919597989951,39,0.05
0.14170854271356784,62,19,0.2619047619047619,5.222222222222222,231,117,38,3,3,0.05135678391959816,39,0.1
0.6341708542713568,269,49,0.15673981191222572,5.592920353982301,168,920,69,33,7,-3.000502512562814,39,0.2
0.7195979899497488,236,21,0.1510791366906475,7.17,87,995,55,42,5,-3.9011055276381907,39,0.3
0.7376884422110552,215,5,0.17307692307692307,8.0,41,995,61,54,6,-5.139597989949748,39,0.4
0.09346733668341708,23,0,0.5964912280701754,6.642857142857143,258,11,60,1,2,0.26974874371859303,40,0.05
0.08241206030150754,14,0,0.5,8.2,209,18,30,3,3,0.0452261306532665,40,0.1
0.6824120603015076,256,27,0.1873015873015873,5.964912280701754,144,995,61,32,8,-2.9062311557788942,40,0.2
0.7065326633165829,223,21,0.23367697594501718,7.257731958762887,77,995,59,41,3,-3.7874371859296483,40,0.3
0.7115577889447237,231,15,0.19230769230769232,7.309278350515464,66,995,78,48,4,-4.532864321608041,40,0.4
0.09246231155778895,28,7,0.582089552238806,6.571428571428571,250,25,65,4,3,-0.049849246231155594,41,0.05
0.17587939698492464,50,4,0.34210526315789475,6.481481481481482,170,96,63,5,1,-0.13628140703517574,41,0.1
0.6412060301507537,273,45,0.16257668711656442,6.028301886792453,143,952,23,29,10,-2.6246231155778896,41,0.2
0.7095477386934673,235,15,0.1840277777777778,6.931372549019608,84,995,55,37,1,-3.3716582914572863,41,0.3
0.7195979899497488,222,12,0.2014388489208633,7.536842105263158,60,995,37,55,5,-5.238291457286432,41,0.4
0.12562814070351758,22,0,0.639344262295082,7.8125,228,12,70,1,2,0.26944723618090466,42,0.05
0.13366834170854272,24,0,0.5636363636363636,8.3125,206,12,71,2,6,0.11386934673366846,42,0.1
0.6492462311557788,300,64,0.13793103448275862,5.483050847457627,171,995,44,28,6,-2.488241206030151,42,0.2
0.7175879396984924,238,17,0.15,7.019607843137255,83,995,63,39,5,-3.6048241206030154,42,0.3
0.7185929648241206,230,19,0.17562724014336917,7.782608695652174,70,995,88,51,4,-4.8197989949748745,42,0.4
0.12361809045226131,23,2,0.6349206349206349,7.6875,220,12,77,2,2,0.1644221105527639,43,0.05
0.2150753768844221,51,5,0.33766233766233766,6.903225806451613,185,98,70,8,2,-0.44371859296482413,43,0.1
0.6793969849246231,261,46,0.1792452830188679,6.1454545454545455,146,995,69,31,4,-2.7682412060301504,43,0.2
0.7025125628140704,246,24,0.16610169491525423,7.216494845360825,82,995,62,39,6,-3.616381909547739,43,0.3
0.7155778894472362,237,13,0.1595744680851064,7.595744680851064,53,995,52,39,6,-3.6316582914572866,43,0.4
0.07939698492462312,24,2,0.52,6.666666666666667,279,12,63,1,1,0.2696482412060302,44,0.05
0.06934673366834171,17,2,0.5952380952380952,6.2727272727272725,212,11,45,1,1,0.26150753768844226,44,0.1
0.6683417085427136,268,47,0.18541033434650456,6.224299065420561,138,995,54,28,7,-2.4997989949748747,44,0.2
0.7085427135678392,241,24,0.16608996539792387,6.854368932038835,92,995,69,39,5,-3.598693467336683,44,0.3
0.721608040201005,217,3,0.213768115942029,7.731182795698925,45,995,52,36,6,-3.3355778894472365,44,0.4
0.054271356783919596,12,0,0.75,6.75,232,12,52,0,2,0.3642211055276382,45,0.05
0.17889447236180905,43,5,0.39436619718309857,6.846153846153846,186,60,60,3,1,0.06683417085427142,45,0.1
0.678391959798995,249,34,0.18360655737704917,5.982300884955753,145,972,46,34,2,-3.046934673366834,45,0.2
0.6894472361809045,247,24,0.19805194805194806,7.010204081632653,88,995,52,39,5,-3.5985929648241206,45,0.3
0.6864321608040201,255,22,0.18006430868167203,6.392523364485982,88,995,54,47,4,-4.4102512562814065,45,0.4
0.035175879396984924,8,0,0.38461538461538464,7.0,274,28,10,2,0,0.1836180904522614,46,0.05
0.07236180904522613,28,1,0.4716981132075472,4.0,273,35,59,1,2,0.25457286432160814,46,0.1
0.6522613065326633,253,32,0.19682539682539682,5.752212389380531,142,942,54,34,7,-3.091758793969849,46,0.2
0.7095477386934673,234,22,0.1875,7.214285714285714,83,995,51,43,5,-4.003417085427135,46,0.3
0.7226130653266332,214,7,0.22181818181818183,7.670212765957447,64,995,52,49,5,-4.619497487437186,46,0.4
0.05829145728643216,17,1,0.5853658536585366,4.833333333333333,308,13,43,0,1,0.37216080402010054,47,0.05
0.135678391959799,25,0,0.5370370370370371,7.9411764705882355,145,24,72,4,2,-0.044522613065326476,47,0.1
0.6673366834170854,277,55,0.1606060606060606,6.333333333333333,138,993,49,36,6,-3.2822110552763815,47,0.2
0.6974874371859296,242,29,0.19333333333333333,7.081632653061225,108,995,78,30,7,-2.721608040201005,47,0.3
0.7306532663316583,220,5,0.1760299625468165,7.817204301075269,59,995,38,44,1,-4.085125628140704,47,0.4
0.08442211055276382,21,2,0.6111111111111112,7.7272727272727275,282,12,57,1,2,0.2663316582914573,48,0.05
0.12361809045226131,34,2,0.5072463768115942,6.15,224,46,62,1,4,0.23477386934673375,48,0.1
0.6552763819095477,287,58,0.1608187134502924,5.441666666666666,175,995,34,41,5,-3.7716582914572867,48,0.2
0.714572864321608,227,13,0.1978798586572438,7.191919191919192,74,995,54,54,4,-5.099698492462311,48,0.3
0.7286432160804021,219,15,0.18587360594795538,7.552083333333333,87,995,18,54,4,-5.116884422110552,48,0.4
0.07939698492462312,19,0,0.6481481481481481,6.583333333333333,246,24,55,1,1,0.2750753768844223,49,0.05
0.13668341708542714,30,0,0.5454545454545454,6.85,148,25,70,2,4,0.13447236180904532,49,0.1
0.6472361809045226,296,64,0.1518624641833811,5.330578512396694,201,992,45,35,6,-3.1869346733668342,49,0.2
0.7095477386934673,231,19,0.19791666666666666,6.8076923076923075,89,995,10,40,6,-3.7178894472361805,49,0.3
0.7135678391959799,227,11,0.2007042253521127,7.40625,62,991,35,50,4,-4.7212060301507535,49,0.4
0.06834170854271357,17,0,0.6046511627906976,6.2727272727272725,260,11,45,1,1,0.2705527638190956,50,0.05
0.10753768844221105,25,2,0.4791666666666667,7.642857142857143,177,12,61,1,4,0.2299497487437186,50,0.1
0.7125628140703517,236,25,0.17192982456140352,6.69811320754717,109,995,59,35,7,-3.2038190954773866,50,0.2
