avg_len_man,crashes,n_RtI,n_emergency,prop_manual,prop_rejected_RtI,puddle_warnings,rock_warnings,skids,state_warnings,utility
4.125,0,12,1,0.033165829145728645,0.3333333333333333,22,1,0,278,0.3789949748743719
3.8333333333333335,1,38,0,0.09045226130653267,0.5128205128205128,87,1,2,251,0.2603015075376885
4.411764705882353,3,25,1,0.07537688442211055,0.5192307692307693,60,1,0,273,0.07869346733668353
2.8181818181818183,0,17,0,0.031155778894472363,0.5853658536585366,44,1,0,264,0.37708542713567844
6.571428571428571,1,15,0,0.09246231155778895,0.5945945945945946,48,1,2,226,0.2606030150753769
4.125,0,19,0,0.06432160804020101,0.6666666666666666,68,1,1,261,0.37427135678391965
3.5,2,25,0,0.05628140703517588,0.46808510638297873,51,1,1,310,0.1731658291457287
5.125,0,23,0,0.08241206030150754,0.6349206349206349,68,1,0,295,0.3849246231155779
6.333333333333333,0,4,0,0.019095477386934675,0.7647058823529411,20,4,0,234,0.3787939698492463
1.0,0,2,0,0.0020100502512562816,0.8333333333333334,12,8,0,216,0.3792964824120603
5.6,1,12,0,0.05628140703517588,0.6470588235294118,40,1,0,249,0.28070351758793977
7.571428571428571,0,10,0,0.053266331658291456,0.6428571428571429,33,5,1,245,0.3734673366834171
2.9166666666666665,0,20,0,0.035175879396984924,0.47368421052631576,44,1,0,268,0.38040201005025126
5.466666666666667,1,21,0,0.08241206030150754,0.671875,68,10,1,250,0.27045226130653266
4.285714285714286,0,9,0,0.03015075376884422,0.75,39,1,0,330,0.38562814070351764
3.7,0,34,1,0.07336683417085427,0.48484848484848486,78,1,1,259,0.37035175879396987
4.166666666666667,0,7,0,0.02512562814070352,0.4166666666666667,16,4,0,269,0.38120603015075377
7.333333333333333,2,4,0,0.022110552763819097,0.6,12,1,0,256,0.17959798994974893
4.625,2,18,0,0.0743718592964824,0.660377358490566,55,1,0,247,0.18231155778894484
4.444444444444445,1,24,0,0.08040201005025126,0.5471698113207547,65,1,1,241,0.2734673366834171
2.5,0,6,0,0.010050251256281407,0.45454545454545453,12,1,0,261,0.3795979899497488
6.833333333333333,0,7,0,0.04020100502512563,0.2222222222222222,11,4,1,277,0.3714572864321608
4.75,0,5,0,0.019095477386934675,0.4444444444444444,12,1,0,274,0.3831155778894473
4.333333333333333,1,24,2,0.06532663316582915,0.4782608695652174,59,1,2,262,0.2595979899497488
3.375,1,10,0,0.027135678391959798,0.47368421052631576,22,1,0,258,0.2797989949748745
1.0,0,4,0,0.0020100502512562816,0.3333333333333333,8,1,0,236,0.3749748743718594
4.153846153846154,3,18,0,0.054271356783919596,0.4857142857142857,38,1,1,214,0.0672361809045228
4.3076923076923075,3,23,0,0.05628140703517588,0.6349206349206349,72,14,0,240,0.0731658291457289
5.285714285714286,1,17,0,0.0743718592964824,0.6909090909090909,60,1,0,210,0.2883417085427136
6.153846153846154,0,20,0,0.08040201005025126,0.6428571428571429,72,3,2,265,0.3560804020100503
4.35,1,37,2,0.08743718592964825,0.45588235294117646,74,1,0,223,0.28100502512562814
4.375,0,12,2,0.035175879396984924,0.7,48,1,0,331,0.3832160804020101
4.666666666666667,0,19,0,0.07035175879396985,0.6607142857142857,67,1,2,276,0.3639195979899498
3.8333333333333335,0,8,0,0.023115577889447236,0.6363636363636364,26,1,0,223,0.38190954773869346
4.888888888888889,0,27,0,0.08844221105527639,0.5573770491803278,74,1,1,243,0.3708542713567839
2.727272727272727,0,19,0,0.03015075376884422,0.5128205128205128,44,5,0,238,0.37809045226130655
5.666666666666667,0,5,0,0.017085427135678392,0.5833333333333334,14,1,0,317,0.38472361809045236
4.944444444444445,1,24,0,0.08944723618090453,0.6129032258064516,71,1,2,206,0.25979899497487446
3.4285714285714284,1,9,0,0.024120603015075376,0.47058823529411764,22,3,0,239,0.27788944723618103
3.8666666666666667,0,25,0,0.05829145728643216,0.5454545454545454,57,1,0,254,0.38412060301507545
4.2105263157894735,0,27,0,0.08040201005025126,0.5909090909090909,77,1,0,229,0.38492462311557796
5.538461538461538,1,21,0,0.07236180904522613,0.5625,62,1,1,254,0.27055276381909565
7.666666666666667,0,6,0,0.023115577889447236,0.7142857142857143,22,6,0,272,0.38623115577889455
4.0625,0,28,2,0.06532663316582915,0.5409836065573771,66,1,1,238,0.37125628140703526
5.384615384615385,0,22,0,0.07035175879396985,0.56,59,1,0,242,0.3826130653266332
4.875,0,10,0,0.03919597989949749,0.4444444444444444,20,1,0,273,0.3835175879396986
4.117647058823529,0,26,0,0.07035175879396985,0.6533333333333333,88,1,0,258,0.3812060301507538
3.625,0,14,1,0.02914572864321608,0.7083333333333334,56,1,4,287,0.3431155778894472
5.214285714285714,1,21,0,0.07236180904522613,0.5714285714285714,56,1,1,247,0.27206030150753774
3.111111111111111,0,13,0,0.02814070351758794,0.6060606060606061,37,1,1,224,0.36934673366834175
4.533333333333333,0,22,0,0.06834170854271357,0.6271186440677966,72,1,2,241,0.35949748743718596
