avg_len_man,crashes,n_RtI,n_emergency,n_exp,pr_rock,prop_manual,prop_rejected_RtI,puddle_warnings,rock_warnings,skids,state_warnings,utility
9.442307692307692,30,64,0,41,0.6,0.4934673366834171,0.8727634194831014,45,995,0,11,-2.7132663316582915
7.44,5,38,3,42,0.1,0.18693467336683417,0.4153846153846154,56,61,2,184,-0.14140703517587921
5.54954954954955,28,265,47,42,0.2,0.6190954773869347,0.17445482866043613,73,903,6,162,-2.4838190954773864
6.990196078431373,43,234,21,42,0.3,0.7155778894472362,0.1702127659574468,16,995,6,86,-4.010552763819096
7.945652173913044,47,218,9,42,0.4,0.7336683417085427,0.17424242424242425,73,995,4,43,-4.416984924623115
8.029411764705882,34,104,0,42,0.5,0.5477386934673367,0.7683741648106904,41,995,3,25,-3.1266331658291455
9.23076923076923,28,63,0,42,0.6,0.4814070351758794,0.8776699029126214,48,995,1,6,-2.531256281407035
7.476190476190476,3,24,0,43,0.1,0.1577889447236181,0.5555555555555556,78,12,7,160,-0.0005025125628139275
5.6869565217391305,28,272,38,43,0.2,0.6562814070351759,0.14465408805031446,61,958,3,149,-2.455577889447236
7.3061224489795915,56,232,17,43,0.3,0.7185929648241206,0.16845878136200718,64,995,4,77,-5.302010050251257
8.133333333333333,53,215,9,43,0.4,0.7346733668341708,0.18250950570342206,49,995,3,44,-5.013266331658291
7.9523809523809526,41,180,8,43,0.5,0.6703517587939698,0.44954128440366975,61,995,4,48,-3.837286432160804
8.98,31,59,0,43,0.6,0.45125628140703516,0.8917431192660551,49,995,0,8,-2.8158793969849247
7.217391304347826,4,42,4,44,0.1,0.16482412060301507,0.4084507042253521,69,50,0,185,-0.023417085427135605
5.504201680672269,25,281,42,44,0.2,0.6572864321608041,0.17352941176470588,39,995,5,158,-2.1718592964824115
6.509433962264151,49,245,14,44,0.3,0.6914572864321608,0.19934640522875818,15,995,3,78,-4.592160804020101
7.604166666666667,42,225,9,44,0.4,0.7326633165829146,0.1509433962264151,72,995,4,68,-3.9147738693467335
7.381443298969073,57,222,5,44,0.5,0.7195979899497488,0.2014388489208633,61,995,5,44,-5.448844221105527
9.392156862745098,37,61,0,44,0.6,0.4814070351758794,0.8815533980582524,17,995,2,6,-3.439597989949749
6.961538461538462,5,44,1,45,0.1,0.18190954773869347,0.47619047619047616,71,106,3,186,-0.15356783919597977
5.765217391304348,38,276,39,45,0.2,0.6653266331658292,0.1686746987951807,60,995,7,130,-3.500904522613065
6.169642857142857,61,250,27,45,0.3,0.6934673366834171,0.17763157894736842,35,995,5,110,-5.811155778894472
7.933333333333334,48,212,13,45,0.4,0.7165829145728643,0.24555160142348753,55,995,6,52,-4.534673366834171
8.6625,56,160,6,45,0.5,0.6954773869346733,0.47019867549668876,53,995,4,41,-5.337688442211055
9.816326530612244,33,57,0,45,0.6,0.4824120603015075,0.8891050583657587,48,995,4,4,-3.06070351758794
7.36,9,43,5,46,0.1,0.1849246231155779,0.38571428571428573,77,48,0,190,-0.5270351758793966
6.123893805309734,33,247,25,46,0.2,0.6954773869346733,0.18211920529801323,41,995,5,118,-2.983517587939698
6.443396226415095,36,248,23,46,0.3,0.685427135678392,0.20512820512820512,50,995,3,82,-3.276582914572864
7.526315789473684,46,223,13,46,0.4,0.7175879396984924,0.20357142857142857,53,995,5,54,-4.329346733668341
8.5625,40,96,2,46,0.5,0.549748743718593,0.785234899328859,48,995,4,22,-3.7432160804020103
8.892857142857142,39,72,0,46,0.6,0.4994974874371859,0.8551307847082495,48,995,0,12,-3.6194974874371857
6.95,3,29,0,47,0.1,0.13869346733668342,0.5857142857142857,81,21,1,178,0.0653266331658292
5.756521739130434,35,280,58,47,0.2,0.664321608040201,0.15915915915915915,54,995,7,165,-3.1943718592964827
7.04,39,239,19,47,0.3,0.7065326633165829,0.17869415807560138,47,995,5,83,-3.602311557788945
8.233333333333333,39,216,5,47,0.4,0.742713567839196,0.15294117647058825,53,995,10,34,-3.6675376884422115
8.426470588235293,38,100,4,47,0.5,0.5748743718592965,0.7630331753554502,52,995,5,18,-3.5550753768844223
8.946428571428571,38,74,0,47,0.6,0.5035175879396985,0.8498985801217038,67,995,1,13,-3.5255276381909546
4.8,1,7,0,48,0.1,0.024120603015075376,0.4166666666666667,11,35,0,189,0.27045226130653277
5.911764705882353,25,259,38,48,0.2,0.6060301507537689,0.14802631578947367,74,895,7,134,-2.195577889447236
6.891089108910891,38,242,16,48,0.3,0.6974874371859296,0.19333333333333333,52,995,4,86,-3.497185929648241
7.695652173913044,54,224,16,48,0.4,0.7105527638190955,0.21951219512195122,54,995,3,63,-5.11105527638191
8.628571428571428,46,117,1,48,0.5,0.6060301507537689,0.7007672634271099,56,995,2,28,-4.314874371859296
8.785714285714286,33,66,0,48,0.6,0.4934673366834171,0.8687872763419483,41,995,1,7,-3.0325628140703516
7.35,1,31,0,49,0.1,0.14673366834170853,0.4918032786885246,71,18,3,182,0.24703517587939705
5.726495726495727,26,272,30,49,0.2,0.6723618090452261,0.15789473684210525,51,992,7,141,-2.289145728643216
6.871287128712871,41,243,36,49,0.3,0.6964824120603015,0.19269102990033224,69,995,3,108,-3.7829145728643216
7.526315789473684,39,220,11,49,0.4,0.7175879396984924,0.21428571428571427,13,995,5,60,-3.622110552763819
7.871428571428571,39,112,2,49,0.5,0.5527638190954773,0.7477477477477478,118,995,2,30,-3.62
8.918367346938776,35,61,0,49,0.6,0.4381909547738693,0.8906810035842294,47,995,1,9,-3.2332663316582915
6.6,2,33,1,50,0.1,0.13266331658291458,0.45901639344262296,72,19,3,226,0.1419095477386936
6.115044247787611,31,247,26,50,0.2,0.6924623115577889,0.1901639344262295,62,995,3,120,-2.7604020100502513
5.912280701754386,29,259,14,50,0.3,0.6763819095477387,0.19314641744548286,16,995,7,93,-2.613869346733668
8.166666666666666,40,217,12,50,0.4,0.7376884422110552,0.16538461538461538,63,995,8,50,-3.7619095477386932
9.122448979591837,22,69,0,50,0.5,0.4492462311557789,0.8738574040219378,11,995,1,17,-1.9207035175879397
9.363636363636363,25,53,0,50,0.6,0.4130653266331658,0.9090909090909091,45,995,0,8,-2.216180904522613
6.9411764705882355,5,28,0,51,0.1,0.1185929648241206,0.44,45,35,2,155,-0.14814070351758785
6.142857142857143,33,268,30,51,0.2,0.6904522613065327,0.1270358306188925,55,995,7,122,-2.9949748743718594
7.16,54,227,16,51,0.3,0.7195979899497488,0.18345323741007194,8,995,2,86,-5.078492462311559
8.043478260869565,59,212,9,51,0.4,0.742713567839196,0.16862745098039217,53,995,8,43,-5.663517587939698
8.7,49,125,2,51,0.5,0.6120603015075377,0.6753246753246753,23,995,3,22,-4.630552763819095
9.27450980392157,26,62,0,51,0.6,0.47537688442211057,0.8809980806142035,112,995,0,8,-2.317889447236181
6.181818181818182,6,44,5,52,0.1,0.13668341708542714,0.36231884057971014,68,84,3,148,-0.2609045226130652
5.168,34,293,57,52,0.2,0.6472361809045226,0.16285714285714287,24,995,11,173,-3.1380904522613062
6.60377358490566,43,238,19,52,0.3,0.7025125628140704,0.19322033898305085,35,995,7,91,-4.028040201005026
7.375,57,227,15,52,0.4,0.7115577889447237,0.2062937062937063,64,995,3,72,-5.415577889447237
8.959183673469388,37,59,0,52,0.5,0.4402010050251256,0.8938848920863309,59,995,3,11,-3.4416080402010047
9.313725490196079,31,59,0,52,0.6,0.4763819095477387,0.8865384615384615,56,995,3,11,-2.8519597989949745
7.526315789473684,2,26,0,53,0.1,0.14371859296482412,0.44680851063829785,63,18,2,189,0.1524623115577891
6.008771929824562,35,259,38,53,0.2,0.6874371859296482,0.16451612903225807,68,995,7,135,-3.2
7.239583333333333,36,242,16,53,0.3,0.6974874371859296,0.19333333333333333,24,995,3,62,-3.2895477386934675
8.35632183908046,51,208,4,53,0.4,0.7296482412060301,0.22388059701492538,51,995,3,31,-4.8141708542713575
8.714285714285714,53,138,4,53,0.5,0.6733668341708543,0.5740740740740741,49,995,10,23,-5.102613065326634
8.814814814814815,36,64,0,53,0.6,0.47738693467336685,0.8766859344894027,42,995,1,7,-3.333668341708542
4.617647058823529,4,63,8,54,0.1,0.1577889447236181,0.25,44,145,0,231,-0.027035175879396932
6.185185185185185,35,270,58,54,0.2,0.671356783919598,0.17177914110429449,37,993,7,154,-3.1983919597989945
6.970588235294118,47,236,20,54,0.3,0.7125628140703517,0.17192982456140352,50,995,5,93,-4.403115577889447
7.494736842105263,51,232,20,54,0.4,0.714572864321608,0.18021201413427562,46,995,10,73,-4.876281407035176
8.318181818181818,45,204,3,54,0.5,0.7346733668341708,0.22433460076045628,55,995,5,31,-4.244221105527638
9.808510638297872,32,50,0,54,0.6,0.46331658291457284,0.9061913696060038,32,995,4,7,-2.9565829145728637
6.8,2,44,3,55,0.1,0.16984924623115577,0.40540540540540543,68,63,1,173,0.16412060301507547
5.158730158730159,32,283,43,55,0.2,0.6532663316582915,0.17008797653958943,38,990,5,175,-2.8801005025125628
7.494736842105263,42,232,21,55,0.3,0.7135678391959799,0.18309859154929578,26,995,9,73,-3.9431155778894467
7.817204301075269,52,216,15,55,0.4,0.7296482412060301,0.19402985074626866,43,995,5,63,-4.930251256281408
9.0,46,109,2,55,0.5,0.6050251256281407,0.7219387755102041,63,995,6,25,-4.35929648241206
9.352941176470589,29,59,0,55,0.6,0.4793969849246231,0.8858800773694391,47,995,2,5,-2.632562814070351
8.125,7,30,1,56,0.1,0.1306532663316583,0.4,34,97,3,213,-0.3563819095477385
5.508333333333334,33,290,33,56,0.2,0.6623115577889447,0.13432835820895522,82,995,5,140,-2.986834170854271
7.0,34,237,14,56,0.3,0.7095477386934673,0.17708333333333334,55,995,4,73,-3.1007035175879394
8.157303370786517,49,225,10,56,0.4,0.7286432160804021,0.16356877323420074,33,995,4,46,-4.619396984924623
8.341772151898734,50,153,5,56,0.5,0.6613065326633166,0.5446428571428571,15,995,7,29,-4.768040201005026
9.06,29,59,0,56,0.6,0.4542713567839196,0.8911439114391144,48,995,5,5,-2.671758793969849
6.444444444444445,4,24,0,57,0.1,0.11658291457286432,0.5294117647058824,67,18,3,195,-0.06321608040201
5.814159292035399,29,284,49,57,0.2,0.6603015075376885,0.1572700296735905,37,995,6,157,-2.589748743718593
6.622641509433962,54,238,21,57,0.3,0.7035175879396985,0.19047619047619047,39,995,3,100,-5.084522613065326
6.782178217821782,50,253,31,57,0.4,0.6874371859296482,0.18387096774193548,17,995,2,87,-4.704522613065326
8.392857142857142,22,69,0,57,0.5,0.471356783919598,0.8685714285714285,41,995,1,22,-1.9113567839195977
9.537037037037036,32,66,0,57,0.6,0.5165829145728643,0.8625,56,995,1,5,-2.932663316582915
7.869565217391305,2,34,1,58,0.1,0.18190954773869347,0.5584415584415584,80,61,0,174,0.17698492462311566
5.616822429906542,24,249,40,58,0.2,0.6010050251256281,0.1782178217821782,77,876,8,154,-2.1110552763819097
6.990291262135922,49,222,15,58,0.3,0.721608040201005,0.1956521739130435,11,995,4,83,-4.596783919597989
8.1,48,215,6,58,0.4,0.7316582914572864,0.19172932330827067,45,995,6,42,-4.547336683417086
8.25,45,199,4,58,0.5,0.7266331658291457,0.2656826568265683,68,995,2,34,-4.212964824120602
9.693877551020408,33,54,0,58,0.6,0.47738693467336685,0.8959537572254336,42,995,1,4,-3.030653266331658
7.157894736842105,0,34,1,59,0.1,0.135678391959799,0.4426229508196721,65,16,1,235,0.36492462311557794
6.026785714285714,32,260,49,59,0.2,0.6773869346733669,0.1875,62,995,3,126,-2.8595979899497483
6.857142857142857,38,232,14,59,0.3,0.7226130653266332,0.15636363636363637,47,995,7,87,-3.5182914572864323
7.6063829787234045,40,217,9,59,0.4,0.7165829145728643,0.2277580071174377,58,995,7,54,-3.759396984924623
8.19277108433735,47,179,4,59,0.5,0.6824120603015076,0.43174603174603177,44,995,4,25,-4.44110552763819
9.372549019607844,35,61,0,59,0.6,0.48040201005025124,0.8817829457364341,31,995,2,5,-3.238291457286432
7.071428571428571,1,22,1,60,0.1,0.09949748743718594,0.3125,36,25,0,192,0.27185929648241214
5.450819672131147,24,279,41,60,0.2,0.6673366834170854,0.15454545454545454,62,995,8,142,-2.0992964824120603
6.961165048543689,35,234,16,60,0.3,0.7195979899497488,0.15827338129496402,37,995,6,76,-3.2126633165829146
7.815217391304348,45,223,11,60,0.4,0.721608040201005,0.19202898550724637,47,995,4,45,-4.216582914572864
8.709090909090909,41,82,3,60,0.5,0.4793969849246231,0.8413926499032882,15,995,2,20,-3.8272361809045226
8.916666666666666,25,57,0,60,0.6,0.4291457286432161,0.8994708994708994,42,995,1,4,-2.2288442211055273
5.473684210526316,2,31,1,61,0.1,0.10251256281407035,0.39215686274509803,48,42,1,146,0.16221105527638205
6.0344827586206895,42,248,27,61,0.2,0.7025125628140704,0.15932203389830507,75,995,5,137,-3.880804020100502
7.494845360824742,46,216,16,61,0.3,0.7276381909547739,0.2,56,995,8,91,-4.342814070351758
7.913043478260869,48,219,5,61,0.4,0.7306532663316583,0.1797752808988764,89,995,10,52,-4.584522613065327
8.123287671232877,37,129,2,61,0.5,0.5949748743718593,0.6791044776119403,65,995,2,27,-3.420502512562814
9.235294117647058,31,63,0,61,0.6,0.4723618090452261,0.8797709923664122,35,995,0,10,-2.82
6.815789473684211,5,65,3,62,0.1,0.2592964824120603,0.32989690721649484,84,95,0,180,-0.12271356783919586
6.02803738317757,34,267,52,62,0.2,0.6472361809045226,0.1523809523809524,49,948,6,157,-3.0831155778894472
7.079207920792079,47,240,23,62,0.3,0.7175879396984924,0.14285714285714285,56,995,4,88,-4.3952763819095475
7.89247311827957,50,214,7,62,0.4,0.7366834170854272,0.18007662835249041,36,995,4,57,-4.724020100502512
8.597014925373134,44,109,2,62,0.5,0.578894472361809,0.7392344497607656,44,995,6,19,-4.157989949748743
9.660714285714286,40,71,0,62,0.6,0.542713567839196,0.8436123348017621,178,995,3,6,-3.757386934673366
6.636363636363637,6,48,12,63,0.1,0.14673366834170853,0.2835820895522388,33,122,0,177,-0.2227135678391959
5.919642857142857,33,276,47,63,0.2,0.6653266331658292,0.1686746987951807,66,995,3,149,-2.959798994974874
6.4907407407407405,35,247,21,63,0.3,0.7035175879396985,0.1598639455782313,17,995,5,96,-3.198190954773869
7.40625,44,232,16,63,0.4,0.7125628140703517,0.18596491228070175,15,995,9,49,-4.174371859296483
8.787878787878787,29,108,1,63,0.5,0.5829145728643216,0.7391304347826086,54,995,5,23,-2.6498492462311556
8.877551020408163,32,62,0,63,0.6,0.4371859296482412,0.889087656529517,40,995,0,7,-2.9160804020100497
7.212121212121212,4,56,6,64,0.1,0.23919597989949748,0.28205128205128205,68,82,5,169,-0.07768844221105523
6.150442477876106,46,260,32,64,0.2,0.6974874371859296,0.13333333333333333,14,995,8,122,-4.307537688442211
6.1,34,260,39,64,0.3,0.6733668341708543,0.19753086419753085,51,995,4,117,-3.0954773869346734
7.617021276595745,45,227,9,64,0.4,0.7185929648241206,0.1863799283154122,48,995,6,51,-4.236381909547738
8.56338028169014,48,106,2,64,0.5,0.6100502512562814,0.7260981912144703,68,995,4,27,-4.549748743718593
9.222222222222221,36,64,0,64,0.6,0.4994974874371859,0.8712273641851107,54,995,8,9,-3.4036180904522606
6.714285714285714,4,31,0,65,0.1,0.14170854271356784,0.5303030303030303,63,42,2,197,-0.03939698492462293
5.988636363636363,20,208,34,65,0.2,0.528643216080402,0.1746031746031746,64,685,3,155,-1.656180904522613
6.786407766990291,32,250,24,65,0.3,0.699497487437186,0.1610738255033557,64,995,9,85,-2.936582914572864
8.337078651685394,52,209,10,65,0.4,0.7447236180904523,0.17391304347826086,30,995,4,49,-4.925728643216081
8.842105263157896,46,136,1,65,0.5,0.6743718592964824,0.5789473684210527,28,995,7,29,-4.3678391959799
9.085106382978724,29,61,0,65,0.6,0.4291457286432161,0.892416225749559,64,995,1,3,-2.6291457286432163
6.411764705882353,0,22,0,66,0.1,0.10954773869346733,0.5111111111111111,47,18,4,218,0.3360804020100503
6.351851851851852,29,263,34,66,0.2,0.6874371859296482,0.15161290322580645,56,994,1,113,-2.5359798994974874
6.96,35,237,16,66,0.3,0.6984924623115578,0.20735785953177258,71,995,4,78,-3.201708542713568
7.151515151515151,31,233,12,66,0.4,0.7105527638190955,0.18815331010452963,13,995,5,61,-2.818291457286432
8.8125,36,92,2,66,0.5,0.5668341708542713,0.786046511627907,56,995,6,17,-3.361608040201005
9.185185185185185,27,70,0,66,0.6,0.4984924623115578,0.8594377510040161,71,995,1,10,-2.432964824120603
7.5625,5,26,1,67,0.1,0.12160804020100502,0.36585365853658536,53,11,3,213,-0.1619095477386933
5.541666666666667,30,280,42,67,0.2,0.6673366834170854,0.15151515151515152,56,995,3,155,-2.6601005025125626
7.03960396039604,45,239,17,67,0.3,0.7135678391959799,0.15845070422535212,57,995,9,79,-4.2500502512562806
7.913043478260869,57,205,7,67,0.4,0.7306532663316583,0.23220973782771537,65,995,6,48,-5.444120603015075
8.394366197183098,38,127,0,67,0.5,0.5979899497487438,0.681704260651629,45,995,4,12,-3.5437185929648245
9.156862745098039,38,64,0,67,0.6,0.46934673366834173,0.8785578747628083,60,995,2,13,-3.5386934673366834
7.611111111111111,0,28,1,68,0.1,0.13668341708542714,0.5333333333333333,69,20,6,189,0.312462311557789
5.048387096774194,28,318,60,68,0.2,0.628140703517588,0.1358695652173913,49,993,1,186,-2.4347738693467336
6.714285714285714,44,236,23,68,0.3,0.7075376884422111,0.18620689655172415,17,995,3,93,-4.07929648241206
7.778947368421052,47,221,10,68,0.4,0.7417085427135678,0.13671875,49,995,6,51,-4.440402010050251
8.057142857142857,50,109,2,68,0.5,0.5658291457286432,0.7470997679814385,38,995,3,30,-4.730452261306532
9.192307692307692,32,59,0,68,0.6,0.4793969849246231,0.8858800773694391,42,995,4,10,-2.964020100502512
7.214285714285714,1,23,2,69,0.1,0.10150753768844221,0.5106382978723404,70,23,1,202,0.26341708542713577
5.769230769230769,35,270,44,69,0.2,0.6773869346733669,0.15625,60,995,9,149,-3.2179899497487434
7.556701030927835,46,215,12,69,0.3,0.735678391959799,0.17938931297709923,39,995,6,71,-4.313668341708543
7.741935483870968,54,214,13,69,0.4,0.7226130653266332,0.22181818181818183,59,995,6,55,-5.138492462311558
9.177777777777777,23,49,0,69,0.5,0.4150753768844221,0.9156626506024096,38,995,1,14,-2.0114572864321607
9.11111111111111,32,64,0,69,0.6,0.4934673366834171,0.8727634194831014,106,995,4,7,-2.9579899497487436
6.5,6,56,12,70,0.1,0.1829145728643216,0.3563218390804598,62,119,2,225,-0.239899497487437
5.4,23,290,42,70,0.2,0.6492462311557788,0.16666666666666666,42,995,9,148,-2.018793969849246
6.900990099009901,47,239,26,70,0.3,0.699497487437186,0.19798657718120805,49,995,0,86,-4.347336683417085
7.568421052631579,42,226,14,70,0.4,0.721608040201005,0.18115942028985507,53,995,5,59,-3.9239195979899497
9.24,41,59,0,70,0.5,0.464321608040201,0.8890977443609023,36,995,3,21,-3.8410050251256282
9.358490566037736,28,64,0,70,0.6,0.49748743718592964,0.8717434869739479,70,995,1,5,-2.531557788944723
6.625,3,20,1,71,0.1,0.10653266331658291,0.6078431372549019,53,26,3,180,0.04542713567839209
5.162601626016261,42,286,56,71,0.2,0.6371859296482412,0.1588235294117647,46,962,5,184,-3.8782914572864318
6.6761904761904765,49,246,20,71,0.3,0.7035175879396985,0.16326530612244897,48,995,5,105,-4.605427135678392
6.864077669902913,55,240,15,71,0.4,0.7095477386934673,0.16666666666666666,50,995,2,72,-5.207939698492462
8.36144578313253,48,153,3,71,0.5,0.6974874371859296,0.49,87,995,4,37,-4.537889447236181
9.326086956521738,24,52,0,71,0.6,0.4311557788944724,0.9079646017699115,47,995,1,5,-2.121105527638191
6.0,2,37,7,72,0.1,0.10854271356783919,0.4032258064516129,42,91,2,185,0.15537688442211064
5.4033613445378155,31,303,65,72,0.2,0.6432160804020101,0.1440677966101695,47,991,4,187,-2.761005025125628
6.931372549019608,43,244,24,72,0.3,0.7105527638190955,0.14982578397212543,50,994,6,91,-4.013668341708542
7.123711340206185,40,234,20,72,0.4,0.6934673366834171,0.23026315789473684,28,995,6,70,-3.738391959798995
8.779220779220779,47,151,3,72,0.5,0.678391959798995,0.5266457680250783,52,995,6,33,-4.457788944723618
8.981132075471699,30,62,0,72,0.6,0.47738693467336685,0.8805394990366089,57,995,2,2,-2.7457286432160806
8.0,1,15,0,73,0.1,0.07236180904522613,0.6428571428571429,39,35,0,200,0.26884422110552775
5.720338983050848,18,269,38,73,0.2,0.6763819095477387,0.16199376947040497,59,995,8,146,-1.505427135678392
6.425925925925926,34,244,28,73,0.3,0.6964824120603015,0.1893687707641196,16,995,4,106,-3.0945728643216084
6.902912621359223,45,222,7,73,0.4,0.7135678391959799,0.21830985915492956,9,995,6,65,-4.231859296482412
8.441176470588236,44,110,2,73,0.5,0.5758793969849246,0.7387173396674585,45,995,4,26,-4.141306532663316
9.422222222222222,31,55,0,73,0.6,0.42613065326633165,0.9035087719298246,44,995,4,16,-2.857185929648241
7.4,7,29,1,74,0.1,0.1487437185929648,0.532258064516129,66,47,4,147,-0.3682412060301506
6.63,31,241,30,74,0.2,0.6663316582914572,0.13620071684587814,73,913,4,115,-2.7641206030150753
7.195876288659794,34,250,27,74,0.3,0.700502512562814,0.15824915824915825,73,994,9,96,-3.1441206030150752
8.306818181818182,48,218,10,74,0.4,0.7336683417085427,0.17424242424242425,15,995,2,40,-4.499095477386935
7.594202898550725,31,109,1,74,0.5,0.5256281407035176,0.7685774946921444,25,995,5,38,-2.8479396984924623
9.291666666666666,50,55,0,74,0.6,0.4472361809045226,0.8998178506375227,46,995,2,7,-4.745125628140703
6.724137931034483,7,54,1,75,0.1,0.19597989949748743,0.4,78,110,1,186,-0.3347738693467336
6.383177570093458,31,261,33,75,0.2,0.685427135678392,0.16346153846153846,80,995,5,107,-2.7843216080402007
6.900990099009901,39,230,27,75,0.3,0.699497487437186,0.22818791946308725,62,995,9,98,-3.6486432160804014
8.25,58,210,15,75,0.4,0.7286432160804021,0.21933085501858737,80,995,5,52,-5.536080402010051
8.567901234567902,54,165,6,75,0.5,0.6954773869346733,0.45364238410596025,58,995,6,38,-5.161206030150753
9.075471698113208,42,61,0,75,0.6,0.4824120603015075,0.8813229571984436,52,995,3,10,-3.9556783919597986
7.8,8,35,1,76,0.1,0.19597989949748743,0.5138888888888888,69,92,5,192,-0.4728643216080401
6.451923076923077,38,254,51,76,0.2,0.6743718592964824,0.1779935275080906,46,980,6,146,-3.4927638190954777
7.08,38,225,16,76,0.3,0.7105527638190955,0.21602787456445993,58,995,10,76,-3.5478391959799
7.6,55,218,19,76,0.4,0.7246231155778895,0.20146520146520147,59,995,3,72,-5.2071356783919605
8.878378378378379,49,122,0,76,0.5,0.6592964824120603,0.6390532544378699,77,995,3,28,-4.631055276381909
9.145833333333334,32,62,0,76,0.6,0.4402010050251256,0.8884892086330936,25,995,2,6,-2.940804020100502
6.482758620689655,5,57,9,77,0.1,0.18894472361809045,0.32941176470588235,66,99,3,164,-0.1578894472361807
6.735849056603773,33,234,23,77,0.2,0.7155778894472362,0.1702127659574468,79,989,6,115,-2.987537688442211
6.556603773584905,38,245,36,77,0.3,0.6954773869346733,0.18874172185430463,62,995,4,108,-3.497386934673367
7.5,59,223,12,77,0.4,0.7226130653266332,0.1890909090909091,27,995,5,60,-5.636281407035176
8.695121951219512,61,148,3,77,0.5,0.714572864321608,0.47703180212014135,62,995,2,32,-5.824020100502512
8.82,29,65,0,77,0.6,0.44221105527638194,0.8826714801444043,56,995,2,5,-2.6370854271356783
8.0,8,40,3,78,0.1,0.17688442211055277,0.38461538461538464,75,63,4,199,-0.46522613065326596
5.233333333333333,21,301,49,78,0.2,0.6311557788944724,0.17759562841530055,57,995,2,161,-1.7516582914572865
7.285714285714286,39,232,27,78,0.3,0.7175879396984924,0.17142857142857143,49,995,5,97,-3.6059296482412058
7.404040404040404,42,225,9,78,0.4,0.735678391959799,0.14122137404580154,54,995,6,49,-3.9392964824120607
9.0125,48,185,2,78,0.5,0.7236180904522613,0.3248175182481752,8,995,2,22,-4.513266331658291
8.911111111111111,34,54,0,78,0.6,0.4030150753768844,0.9089376053962901,46,995,3,9,-3.145125628140703
5.0625,1,32,3,79,0.1,0.0814070351758794,0.36,35,80,2,172,0.24864321608040207
5.811881188118812,28,210,24,79,0.2,0.5889447236180905,0.1532258064516129,65,760,5,152,-2.470653266331658
6.930693069306931,42,237,28,79,0.3,0.7025125628140704,0.19661016949152543,68,995,7,99,-3.9218090452261305
7.739130434782608,42,217,12,79,0.4,0.714572864321608,0.2332155477031802,47,995,5,65,-3.921507537688442
8.4,46,94,1,79,0.5,0.5477386934673367,0.7906458797327395,104,995,5,9,-4.3580904522613055
9.186440677966102,34,83,0,79,0.6,0.5437185929648242,0.8167770419426048,76,995,2,7,-3.1358793969849246
6.666666666666667,1,26,2,80,0.1,0.10050251256281408,0.5185185185185185,64,18,3,166,0.2459296482412061
6.603960396039604,31,258,34,80,0.2,0.6693467336683417,0.17307692307692307,75,973,5,116,-2.7795979899497487
6.476190476190476,35,272,39,80,0.3,0.6834170854271356,0.1337579617834395,56,995,4,97,-3.1899497487437185
8.136363636363637,38,217,12,80,0.4,0.7185929648241206,0.2222222222222222,53,995,5,43,-3.5281407035175882
8.159090909090908,45,204,5,80,0.5,0.7195979899497488,0.26618705035971224,30,995,5,33,-4.239999999999999
9.346938775510203,32,53,0,80,0.6,0.4592964824120603,0.9013035381750466,40,995,1,16,-2.926331658291457
5.230769230769231,1,20,0,81,0.1,0.06834170854271357,0.5652173913043478,42,22,0,223,0.27417085427135685
5.717948717948718,34,269,47,81,0.2,0.671356783919598,0.1723076923076923,77,980,4,153,-3.0707537688442206
7.12,43,233,25,81,0.3,0.714572864321608,0.17667844522968199,74,995,2,105,-3.9704522613065323
7.515789473684211,43,232,18,81,0.4,0.7165829145728643,0.17437722419928825,61,994,10,68,-4.0711557788944726
8.271428571428572,36,115,0,81,0.5,0.5809045226130654,0.7235576923076923,102,995,3,24,-3.3304522613065326
9.14,34,61,0,81,0.6,0.45829145728643217,0.8866171003717472,57,995,2,9,-3.143819095477387
6.7727272727272725,5,38,6,82,0.1,0.14974874371859295,0.4722222222222222,58,66,0,204,-0.12391959798994959
6.310679611650485,32,233,18,82,0.2,0.6532663316582915,0.1853146853146853,23,902,5,127,-2.8791959798994977
7.071428571428571,45,241,22,82,0.3,0.6954773869346733,0.20198675496688742,69,995,4,74,-4.206633165829145
7.154639175257732,46,231,13,82,0.4,0.6964824120603015,0.23255813953488372,15,995,3,69,-4.305226130653266
8.426229508196721,33,91,1,82,0.5,0.5155778894472361,0.8108108108108109,35,995,3,14,-3.036281407035175
9.020833333333334,37,54,0,82,0.6,0.43417085427135677,0.9039145907473309,35,995,0,6,-3.4253266331658287
7.4,4,27,3,83,0.1,0.11155778894472362,0.5,58,42,2,225,-0.04733668341708528
5.982300884955753,39,266,34,83,0.2,0.678391959798995,0.16352201257861634,11,989,5,125,-3.5772864321608036
7.291666666666667,41,243,33,83,0.3,0.700502512562814,0.18181818181818182,33,995,1,80,-3.759899497487437
8.152173913043478,65,199,10,83,0.4,0.7527638190954774,0.18775510204081633,21,995,9,59,-6.274170854271357
8.557692307692308,30,60,0,83,0.5,0.4472361809045226,0.8907103825136612,49,995,1,14,-2.718994974874372
8.775510204081632,27,63,0,83,0.6,0.4321608040201005,0.8882978723404256,77,995,2,13,-2.4362814070351755
8.44,6,46,1,84,0.1,0.21105527638190955,0.425,67,91,0,137,-0.2222110552763818
5.371900826446281,29,285,38,84,0.2,0.6522613065326633,0.17391304347826086,66,995,5,141,-2.5791959798994974
6.861386138613861,42,244,21,84,0.3,0.6954773869346733,0.19205298013245034,55,995,8,87,-3.933969849246231
