avg_len_man,crashes,n_RtI,n_emergency,n_exp,pr_puddle,prop_manual,prop_rejected_RtI,puddle_warnings,rock_warnings,skids,state_warnings,utility
7.4361702127659575,4,240,10,9,0.4,0.700502512562814,0.1919191919191919,995,15,31,46,-0.37276381909547734
8.07865168539326,6,217,2,9,0.5,0.721608040201005,0.213768115942029,995,22,36,40,-0.6329648241206031
8.8,4,171,0,9,0.6,0.7065326633165829,0.41237113402061853,995,30,35,9,-0.4385929648241207
7.368421052631579,0,33,4,10,0.1,0.1407035175879397,0.56,91,19,2,182,0.3592964824120604
6.311475409836065,3,108,3,10,0.2,0.3869346733668342,0.34146341463414637,313,24,11,118,-0.04412060301507528
6.542056074766355,10,257,17,10,0.3,0.7015075376884422,0.13175675675675674,995,18,28,94,-0.920502512562814
7.604166666666667,7,231,9,10,0.4,0.7326633165829146,0.12830188679245283,995,12,42,48,-0.7776884422110554
8.076923076923077,5,226,7,10,0.5,0.7386934673366834,0.1274131274131274,995,12,32,32,-0.48552763819095485
8.7375,5,191,0,10,0.6,0.7025125628140704,0.3525423728813559,995,12,49,19,-0.6814070351758794
6.9523809523809526,6,61,5,11,0.1,0.29346733668341707,0.41346153846153844,174,12,10,195,-0.31386934673366823
7.037037037037037,0,39,1,11,0.2,0.19095477386934673,0.4507042253521127,104,26,3,98,0.34522613065326635
6.921568627450981,7,249,19,11,0.3,0.7085427135678392,0.12631578947368421,985,11,30,79,-0.6488442211055278
7.02,10,243,9,11,0.4,0.7035175879396985,0.16494845360824742,986,12,32,51,-0.9693467336683417
7.6063829787234045,2,240,8,11,0.5,0.7175879396984924,0.14285714285714285,995,12,26,42,-0.12964824120603016
8.91025641025641,9,188,0,11,0.6,0.6974874371859296,0.37333333333333335,995,12,39,13,-0.9840201005025125
7.516129032258065,2,46,2,12,0.1,0.23417085427135678,0.5,122,11,11,195,0.07155778894472371
7.153846153846154,1,75,5,12,0.2,0.2804020100502513,0.33035714285714285,225,10,14,112,0.13115577889447239
6.679611650485437,7,263,22,12,0.3,0.6904522613065327,0.14332247557003258,993,19,22,92,-0.5640201005025126
7.924731182795699,7,219,6,12,0.4,0.7396984924623116,0.1511627906976744,995,19,34,38,-0.7072361809045227
8.404761904761905,3,207,2,12,0.5,0.7085427135678392,0.2837370242214533,995,13,31,27,-0.2874371859296483
8.706666666666667,7,156,0,12,0.6,0.6552763819095477,0.543859649122807,995,46,33,25,-0.723819095477387
6.757575757575758,3,50,0,13,0.1,0.2241206030150754,0.45652173913043476,130,25,6,236,0.026934673366834267
5.757009345794392,8,271,44,13,0.2,0.6180904522613065,0.14240506329113925,864,12,18,159,-0.6083417085427135
6.759615384615385,8,255,27,13,0.3,0.7045226130653266,0.1296928327645051,995,25,35,97,-0.794070351758794
6.990291262135922,7,243,5,13,0.4,0.7226130653266332,0.11636363636363636,995,13,30,55,-0.6592964824120603
8.63855421686747,2,206,1,13,0.5,0.7195979899497488,0.2589928057553957,995,25,33,24,-0.20140703517587943
9.314285714285715,8,157,0,13,0.6,0.6532663316582915,0.5436046511627907,995,41,39,12,-0.8828140703517589
7.818181818181818,2,37,0,14,0.1,0.1728643216080402,0.5131578947368421,92,11,1,234,0.17437185929648252
6.943661971830986,6,135,6,14,0.2,0.49447236180904525,0.28191489361702127,469,18,17,103,-0.39919597989949734
6.7075471698113205,6,248,13,14,0.3,0.7135678391959799,0.1267605633802817,995,13,41,72,-0.6556783919597989
7.202020202020202,8,241,8,14,0.4,0.7155778894472362,0.1453900709219858,995,27,41,64,-0.8675376884422111
7.728260869565218,8,219,3,14,0.5,0.7135678391959799,0.22887323943661972,995,16,38,48,-0.8664321608040202
8.866666666666667,7,163,0,14,0.6,0.6653266331658292,0.5090361445783133,995,43,34,10,-0.7393969849246231
7.071428571428571,2,50,0,15,0.1,0.19899497487437187,0.4791666666666667,121,14,7,193,0.11125628140703528
7.5,3,66,1,15,0.2,0.3316582914572864,0.472,215,31,17,99,-0.0980904522613064
6.584905660377358,6,256,22,15,0.3,0.700502512562814,0.12627986348122866,981,18,37,102,-0.6133668341708544
6.388888888888889,13,264,18,15,0.4,0.6924623115577889,0.13442622950819672,989,19,34,81,-1.3009045226130653
8.045977011494253,3,209,0,15,0.5,0.7025125628140704,0.2842465753424658,988,11,55,31,-0.517889447236181
9.426666666666666,9,172,0,15,0.6,0.7085427135678392,0.40484429065743943,995,95,41,8,-1.0087437185929649
7.068965517241379,2,39,2,16,0.1,0.2050251256281407,0.5465116279069767,112,25,3,141,0.1528643216080403
6.285714285714286,4,148,23,16,0.2,0.44221105527638194,0.2985781990521327,454,30,14,130,-0.17015075376884417
6.864077669902913,5,247,15,16,0.3,0.7105527638190955,0.13937282229965156,995,13,32,85,-0.4574874371859297
7.806451612903226,6,230,0,16,0.4,0.7286432160804021,0.1449814126394052,994,11,30,32,-0.5607035175879398
9.12987012987013,7,186,0,16,0.5,0.7065326633165829,0.36082474226804123,995,12,49,18,-0.8736683417085428
9.095890410958905,4,164,0,16,0.6,0.6663316582914572,0.5045317220543807,995,12,39,12,-0.47527638190954774
6.382352941176471,3,57,2,17,0.1,0.21809045226130652,0.5511811023622047,172,12,4,156,0.041407035175879556
7.977777777777778,2,68,0,17,0.2,0.3608040201005025,0.45161290322580644,194,11,14,87,0.038291457286432226
6.730769230769231,13,250,26,17,0.3,0.7025125628140704,0.15254237288135594,989,12,23,95,-1.1711557788944726
7.6063829787234045,5,236,11,17,0.4,0.7175879396984924,0.15714285714285714,994,20,30,52,-0.46060301507537693
9.1,4,195,0,17,0.5,0.7306532663316583,0.2696629213483146,995,19,39,23,-0.4586934673366834
8.814814814814815,6,190,1,17,0.6,0.7165829145728643,0.3238434163701068,995,29,35,21,-0.643316582914573
6.916666666666667,4,36,0,18,0.1,0.16683417085427135,0.6170212765957447,117,12,7,208,-0.08904522613065315
7.808510638297872,1,68,0,18,0.2,0.3678391959798995,0.4603174603174603,211,17,16,99,0.11135678391959802
7.108910891089109,10,237,15,18,0.3,0.7206030150753768,0.1444043321299639,991,22,35,83,-0.9836180904522613
7.336734693877551,10,236,11,18,0.4,0.721608040201005,0.14492753623188406,995,19,40,57,-1.0585929648241206
8.070588235294117,6,197,0,18,0.5,0.6874371859296482,0.36451612903225805,995,22,32,23,-0.5981909547738694
9.338028169014084,9,151,0,18,0.6,0.6653266331658292,0.5451807228915663,995,12,34,7,-0.9393969849246232
6.846153846153846,2,42,4,19,0.1,0.17788944723618091,0.4878048780487805,91,53,1,205,0.17035175879396997
6.118421052631579,4,159,10,19,0.2,0.4663316582914573,0.25,533,12,22,139,-0.24773869346733668
6.192660550458716,5,267,18,19,0.3,0.6753768844221105,0.17080745341614906,995,13,36,80,-0.5021105527638191
7.903225806451613,9,225,7,19,0.4,0.7386934673366834,0.13127413127413126,995,12,36,45,-0.9207035175879399
8.619047619047619,5,210,6,19,0.5,0.7266331658291457,0.22509225092250923,995,12,44,28,-0.6161809045226131
9.118421052631579,5,170,0,19,0.6,0.6954773869346733,0.4370860927152318,995,12,35,14,-0.5374874371859297
6.470588235294118,1,52,0,20,0.1,0.2201005025125628,0.5094339622641509,135,25,8,142,0.19909547738693473
8.48936170212766,4,81,2,20,0.2,0.40100502512562813,0.39552238805970147,270,12,11,108,-0.13869346733668336
7.252525252525253,7,245,14,20,0.3,0.7206030150753768,0.10583941605839416,991,13,26,70,-0.5993969849246232
7.23,6,231,20,20,0.4,0.7256281407035176,0.15073529411764705,995,13,42,70,-0.6688442211055277
8.731707317073171,6,211,0,20,0.5,0.7185929648241206,0.24372759856630824,995,40,41,18,-0.6815075376884423
9.171052631578947,4,169,0,20,0.6,0.699497487437186,0.43288590604026844,995,20,42,9,-0.5099497487437187
6.96875,4,54,4,21,0.1,0.22311557788944725,0.4489795918367347,137,19,1,220,-0.026030150753768678
6.906666666666666,3,162,13,21,0.2,0.5206030150753769,0.2358490566037736,573,14,13,125,-0.048844221105527635
6.898989898989899,9,260,15,21,0.3,0.685427135678392,0.13333333333333333,977,23,29,64,-0.8310552763819097
7.0,5,244,17,21,0.4,0.7075376884422111,0.15862068965517243,995,31,35,85,-0.5039195979899497
8.232558139534884,2,216,0,21,0.5,0.7115577889447237,0.24475524475524477,995,12,53,29,-0.41195979899497487
9.464788732394366,7,164,0,21,0.6,0.6743718592964824,0.49226006191950467,992,11,42,9,-0.8170854271356784
6.909090909090909,4,32,0,22,0.1,0.1527638190954774,0.6404494382022472,103,18,3,208,-0.05216080402010031
7.25,0,96,6,22,0.2,0.37889447236180906,0.323943661971831,284,12,14,108,0.2341708542713568
6.60377358490566,10,251,20,22,0.3,0.7025125628140704,0.14915254237288136,995,12,27,83,-0.9103517587939698
7.438775510204081,8,232,9,22,0.4,0.7316582914572864,0.12781954887218044,995,30,42,57,-0.8882412060301509
8.372093023255815,6,201,1,22,0.5,0.7226130653266332,0.2690909090909091,995,39,43,22,-0.7074371859296483
8.759493670886076,5,192,0,22,0.6,0.6944723618090453,0.36633663366336633,995,12,38,14,-0.5696482412060302
7.266666666666667,3,45,3,23,0.1,0.21809045226130652,0.5454545454545454,136,25,6,202,0.02211055276381921
7.355555555555555,3,71,1,23,0.2,0.3316582914572864,0.39316239316239315,218,19,11,70,-0.03839195979899495
6.825242718446602,5,256,14,23,0.3,0.7055276381909548,0.1232876712328767,995,21,33,71,-0.4770854271356784
6.990196078431373,6,238,4,23,0.4,0.7155778894472362,0.15602836879432624,995,39,38,56,-0.6322613065326632
8.987804878048781,5,209,2,23,0.5,0.7396984924623116,0.18992248062015504,995,23,33,29,-0.5174874371859297
9.116883116883116,6,176,0,23,0.6,0.7045226130653266,0.3993174061433447,995,13,46,16,-0.7545728643216082
8.0,1,14,0,24,0.1,0.08040201005025126,0.36363636363636365,25,12,2,175,0.261105527638191
6.604651162790698,1,69,0,24,0.2,0.28442211055276384,0.5,198,19,12,146,0.1537688442211056
6.592233009708738,11,248,12,24,0.3,0.6814070351758794,0.21518987341772153,995,18,14,88,-0.8845226130653268
7.354166666666667,6,244,16,24,0.4,0.7085427135678392,0.15570934256055363,994,23,36,59,-0.6203015075376884
8.435294117647059,4,211,3,24,0.5,0.7195979899497488,0.24100719424460432,995,12,50,37,-0.5707537688442212
8.650602409638553,6,196,1,24,0.6,0.7195979899497488,0.2924187725631769,987,17,38,15,-0.6659296482412062
6.782608695652174,3,36,0,25,0.1,0.15577889447236182,0.5443037974683544,99,25,5,171,0.029045226130653343
7.785714285714286,4,63,0,25,0.2,0.32763819095477387,0.42727272727272725,179,30,11,106,-0.13959798994974867
6.586538461538462,5,264,37,25,0.3,0.6874371859296482,0.14285714285714285,978,24,22,111,-0.3577889447236181
6.9504950495049505,5,256,19,25,0.4,0.7045226130653266,0.12627986348122866,993,14,34,85,-0.5058291457286431
8.564705882352941,5,206,2,25,0.5,0.7306532663316583,0.22846441947565543,995,18,38,27,-0.5526633165829147
8.746666666666666,6,167,0,25,0.6,0.6582914572864321,0.5073746312684366,995,12,32,12,-0.6010050251256281
7.36,5,38,0,26,0.1,0.18391959798994975,0.4864864864864865,122,27,4,246,-0.1633165829145727
6.269230769230769,7,158,9,26,0.2,0.4914572864321608,0.25471698113207547,532,39,15,111,-0.4787939698492461
6.86,4,258,31,26,0.3,0.6884422110552764,0.1650485436893204,995,16,31,109,-0.3479396984924623
7.173469387755102,12,240,14,26,0.4,0.7055276381909548,0.1780821917808219,995,13,28,58,-1.1307537688442213
8.616279069767442,10,200,1,26,0.5,0.7437185929648241,0.2125984251968504,995,24,45,28,-1.1357788944723621
8.265060240963855,2,197,0,26,0.6,0.6884422110552764,0.36245954692556637,995,31,46,20,-0.34502512562814075
7.695652173913044,1,39,0,27,0.1,0.17788944723618091,0.5411764705882353,114,19,3,204,0.2503517587939699
8.0,4,72,1,27,0.2,0.3698492462311558,0.4330708661417323,201,14,13,114,-0.15798994974874359
6.258928571428571,2,258,17,27,0.3,0.7035175879396985,0.12244897959183673,995,12,26,96,-0.09949748743718594
7.4361702127659575,3,240,17,27,0.4,0.7025125628140704,0.1864406779661017,995,20,39,68,-0.3571859296482413
8.518987341772151,5,184,0,27,0.5,0.6763819095477387,0.42679127725856697,994,12,37,38,-0.5578894472361811
9.210526315789474,7,181,0,27,0.6,0.7035175879396985,0.3843537414965986,995,22,39,9,-0.7831155778894473
6.92,2,35,1,28,0.1,0.17386934673366833,0.453125,78,12,5,163,0.13718592964824125
7.170212765957447,4,71,1,28,0.2,0.33869346733668343,0.42276422764227645,244,15,9,120,-0.1157788944723617
5.902654867256637,10,261,30,28,0.3,0.6693467336683417,0.20426829268292682,995,41,24,110,-0.8852261306532664
7.268041237113402,5,251,10,28,0.4,0.7055276381909548,0.13448275862068965,988,12,37,60,-0.5319597989949749
8.348837209302326,5,199,0,28,0.5,0.7206030150753768,0.2815884476534296,995,13,36,20,-0.5372864321608041
9.041666666666666,6,157,0,28,0.6,0.6532663316582915,0.5436046511627907,995,24,46,14,-0.7485427135678392
6.67741935483871,3,57,5,29,0.1,0.20804020100502513,0.5043478260869565,181,24,6,180,0.0213065326633167
7.297872340425532,2,70,1,29,0.2,0.34472361809045227,0.4927536231884058,225,18,13,110,0.041105527638191
7.5625,7,234,18,29,0.3,0.7286432160804021,0.13011152416356878,994,12,40,72,-0.7498492462311557
7.9222222222222225,6,228,9,29,0.4,0.7155778894472362,0.19148936170212766,995,12,30,46,-0.5548743718592966
8.181818181818182,2,193,2,29,0.5,0.7236180904522613,0.2956204379562044,995,33,50,31,-0.38241206030150754
9.263157894736842,5,171,0,29,0.6,0.7075376884422111,0.4103448275862069,995,12,36,18,-0.5486432160804021
6.942857142857143,2,53,0,30,0.1,0.2442211055276382,0.49038461538461536,127,22,5,161,0.1393969849246232
8.363636363636363,6,71,0,30,0.2,0.3698492462311558,0.4365079365079365,215,12,12,116,-0.3492462311557788
6.37037037037037,9,259,23,30,0.3,0.6894472361809045,0.1590909090909091,994,31,24,101,-0.7871356783919599
7.371134020618556,5,230,6,30,0.4,0.7175879396984924,0.17857142857142858,995,24,42,52,-0.577286432160804
8.310344827586206,4,230,1,30,0.5,0.7256281407035176,0.15441176470588236,995,12,36,26,-0.43517587939698493
8.573170731707316,4,183,0,30,0.6,0.7055276381909548,0.3711340206185567,988,22,41,13,-0.49597989949748744
6.75,2,30,0,31,0.1,0.1628140703517588,0.6511627906976745,110,17,8,204,0.10190954773869358
7.181818181818182,2,134,6,31,0.2,0.4763819095477387,0.30569948186528495,442,19,11,134,0.06361809045226133
7.531914893617022,7,249,10,31,0.3,0.7115577889447237,0.12937062937062938,995,12,31,52,-0.6395979899497488
7.402061855670103,9,236,13,31,0.4,0.7206030150753768,0.148014440433213,995,17,30,57,-0.8631155778894473
8.426829268292684,4,195,0,31,0.5,0.6934673366834171,0.35855263157894735,994,74,40,32,-0.47608040201005036
8.705128205128204,2,174,0,31,0.6,0.6814070351758794,0.44936708860759494,995,27,37,12,-0.26241206030150754
7.333333333333333,2,44,0,32,0.1,0.19899497487437187,0.56,121,19,3,158,0.15628140703517593
5.643564356435643,4,235,35,32,0.2,0.5718592964824121,0.18118466898954705,790,23,13,147,-0.1564824120603015
6.37037037037037,10,265,25,32,0.3,0.6904522613065327,0.13680781758957655,988,12,30,101,-0.934070351758794
7.827956989247312,8,224,5,32,0.4,0.7306532663316583,0.16104868913857678,995,22,40,46,-0.8652261306532664
8.011494252873563,8,202,0,32,0.5,0.6984924623115578,0.32441471571906355,995,12,42,20,-0.8944723618090453
8.792207792207792,4,180,0,32,0.6,0.6793969849246231,0.4339622641509434,995,26,42,20,-0.5114572864321608
7.193548387096774,3,47,0,33,0.1,0.2241206030150754,0.4659090909090909,132,16,8,144,-0.0015075376884421253
6.909090909090909,2,105,10,33,0.2,0.38190954773869346,0.33962264150943394,349,13,13,130,0.04924623115577893
6.8431372549019605,4,255,26,33,0.3,0.700502512562814,0.13851351351351351,994,18,29,94,-0.3428140703517588
7.122448979591836,4,267,17,33,0.4,0.700502512562814,0.09797297297297297,992,33,35,58,-0.40603015075376886
7.786516853932584,6,223,2,33,0.5,0.6954773869346733,0.26158940397350994,995,18,39,31,-0.664321608040201
8.773333333333333,6,158,0,33,0.6,0.6603015075376885,0.5311572700296736,995,12,44,13,-0.7261306532663316
7.523809523809524,3,28,0,34,0.1,0.1577889447236181,0.5942028985507246,80,12,1,194,0.07467336683417095
6.671052631578948,6,155,11,34,0.2,0.5085427135678392,0.23267326732673269,521,14,18,113,-0.40502512562814075
6.008695652173913,10,260,20,34,0.3,0.6934673366834171,0.1419141914191419,992,12,17,110,-0.8158793969849246
7.880434782608695,8,224,5,34,0.4,0.7286432160804021,0.16728624535315986,995,18,32,46,-0.7803015075376883
8.75609756097561,4,191,0,34,0.5,0.7206030150753768,0.3104693140794224,995,12,44,36,-0.5150753768844221
9.232876712328768,3,159,0,34,0.6,0.6773869346733669,0.503125,995,12,35,21,-0.3362814070351759
7.545454545454546,2,29,0,35,0.1,0.16683417085427135,0.6506024096385542,111,18,5,146,0.13055276381909553
7.086206896551724,6,96,2,35,0.2,0.4130653266331658,0.37662337662337664,278,51,10,82,-0.3231155778894472
6.872549019607843,11,246,14,35,0.3,0.7035175879396985,0.16326530612244897,995,12,26,78,-1.002713567839196
7.12,10,238,10,35,0.4,0.7125628140703517,0.1649122807017544,995,22,33,64,-0.9851256281407036
8.470588235294118,6,208,0,35,0.5,0.7226130653266332,0.24363636363636362,995,12,44,26,-0.7272361809045228
8.725,4,179,2,35,0.6,0.700502512562814,0.39730639730639733,995,25,43,18,-0.5176884422110551
7.964285714285714,1,43,1,36,0.1,0.22311557788944725,0.6126126126126126,143,13,3,140,0.24934673366834184
7.866666666666666,2,64,1,36,0.2,0.35477386934673366,0.4336283185840708,200,13,13,93,0.04190954773869351
7.141414141414141,11,242,9,36,0.3,0.7095477386934673,0.1597222222222222,995,12,17,52,-0.908643216080402
7.880434782608695,3,236,9,36,0.4,0.7276381909547739,0.1259259259259259,995,12,36,39,-0.3174874371859297
8.604938271604938,2,190,0,36,0.5,0.699497487437186,0.3624161073825503,995,28,41,32,-0.2884422110552764
8.54320987654321,3,185,0,36,0.6,0.6954773869346733,0.38741721854304634,995,12,56,12,-0.5558793969849246
5.515151515151516,2,52,2,37,0.1,0.1829145728643216,0.49514563106796117,119,37,3,249,0.150854271356784
7.254237288135593,9,106,3,37,0.2,0.42814070351758793,0.4207650273224044,361,13,21,96,-0.7365829145728642
6.805825242718447,7,251,22,37,0.3,0.7035175879396985,0.14625850340136054,995,20,29,84,-0.6302512562814071
8.0,7,223,8,37,0.4,0.7386934673366834,0.138996138996139,993,24,31,52,-0.6625125628140704
8.126436781609195,8,196,0,37,0.5,0.7095477386934673,0.3194444444444444,995,12,30,23,-0.7819095477386936
8.8,6,176,0,37,0.6,0.7065326633165829,0.3951890034364261,995,12,40,25,-0.6923618090452263
6.892857142857143,2,47,0,38,0.1,0.19195979899497487,0.5104166666666666,136,19,4,194,0.13959798994974884
6.202702702702703,2,161,19,38,0.2,0.46030150753768845,0.25806451612903225,511,12,18,123,-0.007437185929648175
6.79047619047619,14,244,16,38,0.3,0.714572864321608,0.13780918727915195,995,25,28,80,-1.327035175879397
7.778947368421052,9,223,6,38,0.4,0.7407035175879397,0.13229571984435798,995,29,39,46,-0.9500502512562814
8.133333333333333,4,215,3,38,0.5,0.7336683417085427,0.1856060606060606,995,19,35,47,-0.4251256281407036
8.766233766233766,4,171,0,38,0.6,0.6773869346733669,0.465625,995,29,47,7,-0.5611055276381909
6.888888888888889,2,28,0,39,0.1,0.12462311557788945,0.5254237288135594,72,12,2,194,0.16140703517587943
7.613636363636363,1,77,0,39,0.2,0.33668341708542715,0.4460431654676259,266,34,9,124,0.1833165829145729
7.03960396039604,10,238,17,39,0.3,0.714572864321608,0.15901060070671377,995,23,33,74,-0.9718592964824121
7.153061224489796,6,255,26,39,0.4,0.7035175879396985,0.1326530612244898,995,31,42,72,-0.6840201005025126
8.475609756097562,6,206,0,39,0.5,0.6974874371859296,0.31333333333333335,995,32,32,22,-0.5890452261306532
8.8375,4,175,0,39,0.6,0.7085427135678392,0.3944636678200692,995,12,41,20,-0.49969849246231157
6.703703703703703,1,43,2,40,0.1,0.18090452261306533,0.5222222222222223,107,12,4,191,0.24010050251256285
8.30952380952381,5,65,0,40,0.2,0.349748743718593,0.3867924528301887,180,13,6,78,-0.1866331658291456
7.0,10,236,13,40,0.3,0.7105527638190955,0.17770034843205576,995,20,38,81,-1.0316582914572865
7.760869565217392,5,234,9,40,0.4,0.714572864321608,0.09652509652509653,955,21,33,45,-0.4974874371859296
8.54320987654321,10,196,0,40,0.5,0.6934673366834171,0.35526315789473684,995,13,34,30,-1.0250251256281409
8.753086419753087,2,191,0,40,0.6,0.7125628140703517,0.3298245614035088,995,12,42,18,-0.3112562814070352
5.933333333333334,0,23,2,41,0.1,0.08944723618090453,0.6166666666666667,64,18,2,172,0.3612060301507538
6.851063829787234,2,79,2,41,0.2,0.3236180904522613,0.4233576642335766,203,16,9,86,0.08190954773869352
6.401869158878505,6,266,22,41,0.3,0.6874371859296482,0.13915857605177995,993,12,24,97,-0.4737688442211055
7.316326530612245,7,239,8,41,0.4,0.7195979899497488,0.14028776978417265,995,12,42,66,-0.7740703517587939
